id,elevator,timein,timeout,floorin,floorout
8,1,5/13/17 11:36,5/13/17 11:36,10,7
8,3,5/13/17 6:53,5/13/17 6:54,4,10
104,2,5/13/17 13:23,5/13/17 13:24,9,2
104,1,5/13/17 17:36,5/13/17 17:37,9,7
104,3,5/13/17 19:33,5/13/17 19:34,2,5
138,3,5/13/17 14:24,5/13/17 14:24,7,8
138,3,5/13/17 7:19,5/13/17 7:19,7,4
138,3,5/13/17 16:30,5/13/17 16:30,7,6
138,3,5/13/17 18:57,5/13/17 18:57,10,4
109,3,5/13/17 18:04,5/13/17 18:05,4,7
109,4,5/13/17 5:13,5/13/17 5:14,7,2
109,2,5/13/17 5:14,5/13/17 5:14,5,8
109,2,5/13/17 9:04,5/13/17 9:04,3,2
194,1,5/13/17 18:38,5/13/17 18:39,10,4
194,1,5/13/17 11:04,5/13/17 11:05,2,8
194,2,5/13/17 12:09,5/13/17 12:10,7,3
194,4,5/13/17 4:50,5/13/17 4:50,5,10
245,4,5/13/17 15:45,5/13/17 15:46,9,2
245,1,5/13/17 11:19,5/13/17 11:19,3,4
151,3,5/13/17 18:01,5/13/17 18:01,4,6
151,3,5/13/17 4:03,5/13/17 4:04,9,4
151,2,5/13/17 13:12,5/13/17 13:12,7,6
151,2,5/13/17 16:01,5/13/17 16:01,7,5
151,2,5/13/17 13:18,5/13/17 13:18,10,5
84,4,5/13/17 13:42,5/13/17 13:43,9,3
84,3,5/13/17 7:57,5/13/17 7:57,8,5
84,3,5/13/17 5:41,5/13/17 5:41,4,6
84,1,5/13/17 5:40,5/13/17 5:41,6,4
84,3,5/13/17 12:22,5/13/17 12:23,5,2
68,1,5/13/17 13:40,5/13/17 13:41,3,10
68,1,5/13/17 17:06,5/13/17 17:06,8,7
194,1,5/13/17 7:36,5/13/17 7:36,4,6
194,3,5/13/17 14:34,5/13/17 14:34,10,5
194,3,5/13/17 9:27,5/13/17 9:27,4,6
194,4,5/13/17 6:32,5/13/17 6:33,10,3
39,1,5/13/17 8:23,5/13/17 8:23,5,2
39,3,5/13/17 10:54,5/13/17 10:54,3,1
39,4,5/13/17 6:38,5/13/17 6:38,1,3
256,3,5/13/17 18:33,5/13/17 18:33,6,3
256,4,5/13/17 15:37,5/13/17 15:37,7,10
256,2,5/13/17 16:24,5/13/17 16:25,9,3
290,3,5/13/17 11:53,5/13/17 11:54,7,1
290,2,5/13/17 4:17,5/13/17 4:19,10,1
290,4,5/13/17 6:10,5/13/17 6:11,5,9
290,4,5/13/17 16:49,5/13/17 16:49,10,8
290,2,5/13/17 14:29,5/13/17 14:29,4,2
142,2,5/13/17 18:29,5/13/17 18:29,1,4
142,1,5/13/17 5:39,5/13/17 5:39,7,5
149,4,5/13/17 4:32,5/13/17 4:33,2,5
149,3,5/13/17 13:19,5/13/17 13:20,7,1
149,3,5/13/17 9:42,5/13/17 9:43,3,8
144,2,5/13/17 13:32,5/13/17 13:32,7,4
144,3,5/13/17 16:39,5/13/17 16:40,2,5
148,3,5/13/17 13:28,5/13/17 13:29,4,9
148,1,5/13/17 4:29,5/13/17 4:30,10,3
148,1,5/13/17 5:20,5/13/17 5:20,6,2
75,4,5/13/17 12:08,5/13/17 12:08,5,4
75,3,5/13/17 13:04,5/13/17 13:05,5,9
75,1,5/13/17 6:35,5/13/17 6:35,4,2
272,1,5/13/17 7:05,5/13/17 7:06,3,10
272,1,5/13/17 4:56,5/13/17 4:56,4,10
272,2,5/13/17 11:35,5/13/17 11:35,10,4
7,1,5/13/17 15:52,5/13/17 15:53,9,4
7,2,5/13/17 4:24,5/13/17 4:24,7,5
7,3,5/13/17 13:41,5/13/17 13:41,1,2
281,2,5/13/17 15:25,5/13/17 15:26,10,4
281,2,5/13/17 14:41,5/13/17 14:42,10,4
11,4,5/13/17 15:09,5/13/17 15:10,3,4
11,1,5/13/17 11:15,5/13/17 11:16,1,10
11,1,5/13/17 10:26,5/13/17 10:26,4,5
11,1,5/13/17 5:49,5/13/17 5:49,4,3
11,3,5/13/17 18:14,5/13/17 18:14,8,7
96,2,5/13/17 19:51,5/13/17 19:52,3,5
96,1,5/13/17 14:14,5/13/17 14:14,2,8
96,2,5/13/17 14:11,5/13/17 14:11,8,10
96,2,5/13/17 13:23,5/13/17 13:23,10,8
96,3,5/13/17 5:08,5/13/17 5:08,2,3
255,4,5/13/17 10:19,5/13/17 10:19,7,6
255,2,5/13/17 17:20,5/13/17 17:21,7,1
255,3,5/13/17 18:00,5/13/17 18:00,1,3
255,4,5/13/17 18:46,5/13/17 18:46,9,5
255,4,5/13/17 19:09,5/13/17 19:09,8,9
230,1,5/13/17 17:15,5/13/17 17:16,7,1
230,3,5/13/17 17:05,5/13/17 17:05,5,3
230,1,5/13/17 7:02,5/13/17 7:03,1,2
296,4,5/13/17 19:52,5/13/17 19:53,9,3
296,4,5/13/17 8:26,5/13/17 8:26,6,10
296,4,5/13/17 6:57,5/13/17 6:57,7,4
175,3,5/13/17 8:00,5/13/17 8:00,4,5
175,4,5/13/17 12:48,5/13/17 12:48,4,6
238,3,5/13/17 19:46,5/13/17 19:46,4,8
238,2,5/13/17 9:34,5/13/17 9:35,10,3
238,3,5/13/17 14:37,5/13/17 14:37,4,8
238,4,5/13/17 5:37,5/13/17 5:37,1,6
117,3,5/13/17 15:48,5/13/17 15:49,8,1
117,4,5/13/17 9:21,5/13/17 9:21,9,6
117,1,5/13/17 4:15,5/13/17 4:16,9,3
117,3,5/13/17 17:54,5/13/17 17:54,6,3
47,4,5/13/17 13:24,5/13/17 13:25,7,3
47,2,5/13/17 5:30,5/13/17 5:30,10,6
47,2,5/13/17 14:28,5/13/17 14:28,7,8
47,3,5/13/17 11:32,5/13/17 11:32,9,10
47,4,5/13/17 5:16,5/13/17 5:16,3,5
208,1,5/13/17 10:01,5/13/17 10:01,9,5
208,1,5/13/17 7:45,5/13/17 7:45,5,6
208,3,5/13/17 9:36,5/13/17 9:36,8,5
208,3,5/13/17 19:49,5/13/17 19:50,3,9
277,3,5/13/17 9:57,5/13/17 9:57,8,7
277,2,5/13/17 5:32,5/13/17 5:33,1,3
277,4,5/13/17 11:38,5/13/17 11:38,6,7
277,3,5/13/17 17:29,5/13/17 17:30,5,1
277,4,5/13/17 4:15,5/13/17 4:15,9,3
11,4,5/13/17 16:03,5/13/17 16:04,10,5
11,1,5/13/17 19:40,5/13/17 19:41,3,5
11,4,5/13/17 10:23,5/13/17 10:23,2,1
11,3,5/13/17 18:08,5/13/17 18:09,2,10
199,3,5/13/17 11:51,5/13/17 11:52,2,7
199,2,5/13/17 16:43,5/13/17 16:44,1,3
199,1,5/13/17 15:17,5/13/17 15:18,2,7
199,4,5/13/17 12:10,5/13/17 12:11,2,9
199,1,5/13/17 17:21,5/13/17 17:22,2,4
256,2,5/13/17 7:00,5/13/17 7:01,3,9
256,4,5/13/17 5:36,5/13/17 5:36,1,4
256,2,5/13/17 13:15,5/13/17 13:16,10,4
256,3,5/13/17 10:25,5/13/17 10:25,7,10
38,3,5/13/17 4:29,5/13/17 4:29,4,2
38,3,5/13/17 9:54,5/13/17 9:54,7,4
36,3,5/13/17 4:17,5/13/17 4:18,9,5
36,2,5/13/17 12:08,5/13/17 12:09,3,7
36,1,5/13/17 5:23,5/13/17 5:23,5,9
36,4,5/13/17 4:12,5/13/17 4:12,3,8
36,4,5/13/17 16:15,5/13/17 16:16,5,3
114,4,5/13/17 8:26,5/13/17 8:26,7,2
114,2,5/13/17 16:27,5/13/17 16:27,8,3
114,3,5/13/17 4:16,5/13/17 4:16,1,4
114,4,5/13/17 17:27,5/13/17 17:27,8,7
114,2,5/13/17 18:21,5/13/17 18:21,8,9
258,3,5/13/17 16:49,5/13/17 16:50,2,8
258,3,5/13/17 11:46,5/13/17 11:46,10,6
258,2,5/13/17 11:42,5/13/17 11:42,6,4
258,2,5/13/17 15:42,5/13/17 15:43,10,4
267,4,5/13/17 14:30,5/13/17 14:30,7,10
267,2,5/13/17 17:50,5/13/17 17:50,1,3
267,4,5/13/17 9:49,5/13/17 9:50,3,9
267,1,5/13/17 17:06,5/13/17 17:06,6,7
122,2,5/13/17 9:42,5/13/17 9:42,2,9
122,2,5/13/17 5:23,5/13/17 5:23,5,9
122,2,5/13/17 11:02,5/13/17 11:03,7,1
122,4,5/13/17 8:45,5/13/17 8:45,2,3
122,4,5/13/17 15:09,5/13/17 15:10,10,3
51,3,5/13/17 14:05,5/13/17 14:06,5,9
51,4,5/13/17 19:35,5/13/17 19:36,6,10
51,1,5/13/17 18:54,5/13/17 18:55,10,6
10,1,5/13/17 11:02,5/13/17 11:02,7,9
10,2,5/13/17 18:54,5/13/17 18:55,9,4
10,3,5/13/17 18:30,5/13/17 18:31,2,8
10,1,5/13/17 16:53,5/13/17 16:53,2,7
270,3,5/13/17 10:20,5/13/17 10:20,4,9
270,4,5/13/17 10:12,5/13/17 10:12,10,9
270,2,5/13/17 12:51,5/13/17 12:52,3,8
270,2,5/13/17 14:10,5/13/17 14:11,10,1
270,2,5/13/17 4:38,5/13/17 4:38,8,7
115,1,5/13/17 16:54,5/13/17 16:54,2,6
115,4,5/13/17 10:23,5/13/17 10:24,10,1
115,3,5/13/17 9:30,5/13/17 9:31,1,5
115,3,5/13/17 17:55,5/13/17 17:55,8,9
115,2,5/13/17 11:51,5/13/17 11:51,3,6
204,2,5/13/17 17:09,5/13/17 17:10,5,1
204,4,5/13/17 19:09,5/13/17 19:09,3,6
204,1,5/13/17 19:54,5/13/17 19:54,5,6
140,4,5/13/17 7:03,5/13/17 7:03,7,4
140,2,5/13/17 14:12,5/13/17 14:12,3,1
179,3,5/13/17 6:16,5/13/17 6:16,9,10
179,4,5/13/17 9:15,5/13/17 9:15,8,9
48,3,5/13/17 9:38,5/13/17 9:38,5,6
48,3,5/13/17 18:46,5/13/17 18:46,9,7
48,3,5/13/17 18:32,5/13/17 18:33,3,5
260,2,5/13/17 5:51,5/13/17 5:51,4,10
260,1,5/13/17 8:28,5/13/17 8:28,9,2
69,1,5/13/17 7:36,5/13/17 7:36,1,7
69,3,5/13/17 16:13,5/13/17 16:14,1,5
173,2,5/13/17 8:04,5/13/17 8:04,10,8
173,3,5/13/17 4:49,5/13/17 4:50,9,4
173,1,5/13/17 7:47,5/13/17 7:47,6,1
173,3,5/13/17 18:37,5/13/17 18:38,4,1
173,1,5/13/17 18:01,5/13/17 18:02,5,3
100,4,5/13/17 10:25,5/13/17 10:25,4,7
100,2,5/13/17 17:08,5/13/17 17:09,2,9
100,1,5/13/17 12:17,5/13/17 12:17,9,6
100,4,5/13/17 8:07,5/13/17 8:07,7,8
282,3,5/13/17 15:35,5/13/17 15:36,8,3
282,3,5/13/17 6:08,5/13/17 6:08,7,6
11,3,5/13/17 18:06,5/13/17 18:06,7,5
11,1,5/13/17 11:51,5/13/17 11:51,3,4
11,4,5/13/17 14:37,5/13/17 14:38,2,10
11,1,5/13/17 7:05,5/13/17 7:05,2,6
85,2,5/13/17 17:16,5/13/17 17:17,1,10
85,2,5/13/17 10:26,5/13/17 10:27,1,3
266,2,5/13/17 17:25,5/13/17 17:25,8,9
266,1,5/13/17 4:23,5/13/17 4:23,5,7
266,3,5/13/17 15:45,5/13/17 15:46,6,10
266,1,5/13/17 14:05,5/13/17 14:06,10,6
281,3,5/13/17 14:14,5/13/17 14:14,3,1
281,4,5/13/17 11:40,5/13/17 11:41,3,7
281,1,5/13/17 5:13,5/13/17 5:13,9,7
281,3,5/13/17 16:50,5/13/17 16:50,6,8
280,2,5/13/17 13:35,5/13/17 13:35,7,5
280,4,5/13/17 19:38,5/13/17 19:39,9,5
280,3,5/13/17 12:11,5/13/17 12:12,8,3
253,1,5/13/17 14:37,5/13/17 14:37,1,5
253,4,5/13/17 5:41,5/13/17 5:41,1,9
253,3,5/13/17 8:43,5/13/17 8:43,6,8
253,4,5/13/17 19:56,5/13/17 19:57,4,10
67,3,5/13/17 6:03,5/13/17 6:03,3,4
67,3,5/13/17 12:05,5/13/17 12:05,7,4
67,1,5/13/17 13:40,5/13/17 13:41,5,7
109,1,5/13/17 11:18,5/13/17 11:18,3,6
109,4,5/13/17 12:16,5/13/17 12:17,1,7
109,4,5/13/17 13:35,5/13/17 13:35,7,10
174,4,5/13/17 14:30,5/13/17 14:30,5,4
174,3,5/13/17 6:45,5/13/17 6:46,3,1
174,4,5/13/17 6:26,5/13/17 6:26,4,10
210,3,5/13/17 8:38,5/13/17 8:40,10,2
210,1,5/13/17 15:11,5/13/17 15:11,7,4
210,4,5/13/17 11:15,5/13/17 11:15,7,3
248,2,5/13/17 9:19,5/13/17 9:19,6,5
248,4,5/13/17 11:05,5/13/17 11:06,9,2
248,1,5/13/17 19:15,5/13/17 19:15,10,9
200,4,5/13/17 13:57,5/13/17 13:57,7,5
200,2,5/13/17 7:12,5/13/17 7:13,5,10
200,4,5/13/17 7:15,5/13/17 7:16,5,1
200,2,5/13/17 9:34,5/13/17 9:34,4,9
200,1,5/13/17 12:05,5/13/17 12:05,4,9
227,1,5/13/17 16:08,5/13/17 16:08,5,2
227,3,5/13/17 6:13,5/13/17 6:13,8,5
227,1,5/13/17 10:30,5/13/17 10:30,5,4
260,3,5/13/17 18:35,5/13/17 18:36,10,7
260,4,5/13/17 5:07,5/13/17 5:08,8,1
31,3,5/13/17 14:10,5/13/17 14:10,2,9
31,3,5/13/17 5:06,5/13/17 5:06,6,5
116,3,5/13/17 10:23,5/13/17 10:23,5,6
116,4,5/13/17 18:08,5/13/17 18:09,10,1
116,2,5/13/17 8:16,5/13/17 8:16,4,5
116,3,5/13/17 8:08,5/13/17 8:08,10,6
116,1,5/13/17 7:05,5/13/17 7:05,4,6
276,2,5/13/17 6:57,5/13/17 6:57,7,6
276,4,5/13/17 16:22,5/13/17 16:22,7,8
276,1,5/13/17 19:23,5/13/17 19:24,8,1
276,4,5/13/17 19:10,5/13/17 19:10,6,10
173,1,5/13/17 8:32,5/13/17 8:32,4,5
173,4,5/13/17 10:08,5/13/17 10:08,8,4
173,2,5/13/17 8:22,5/13/17 8:22,3,4
285,3,5/13/17 5:04,5/13/17 5:04,5,8
285,1,5/13/17 13:18,5/13/17 13:19,7,1
285,3,5/13/17 15:29,5/13/17 15:29,8,5
285,3,5/13/17 4:23,5/13/17 4:24,2,5
217,4,5/13/17 18:33,5/13/17 18:34,6,9
217,3,5/13/17 6:46,5/13/17 6:47,7,10
217,4,5/13/17 4:28,5/13/17 4:29,5,1
217,1,5/13/17 4:13,5/13/17 4:13,7,10
119,2,5/13/17 12:26,5/13/17 12:26,4,2
119,3,5/13/17 7:09,5/13/17 7:09,4,3
119,3,5/13/17 12:09,5/13/17 12:09,3,6
119,3,5/13/17 9:00,5/13/17 9:00,10,8
119,3,5/13/17 13:47,5/13/17 13:48,8,2
68,2,5/13/17 9:34,5/13/17 9:35,6,3
68,2,5/13/17 12:06,5/13/17 12:06,8,9
68,3,5/13/17 4:40,5/13/17 4:40,10,8
68,4,5/13/17 9:00,5/13/17 9:00,1,2
68,4,5/13/17 9:56,5/13/17 9:56,3,4
19,1,5/13/17 10:15,5/13/17 10:16,10,4
19,1,5/13/17 5:13,5/13/17 5:13,5,8
19,1,5/13/17 4:10,5/13/17 4:10,7,1
19,1,5/13/17 19:16,5/13/17 19:16,5,3
40,3,5/13/17 14:12,5/13/17 14:12,8,9
40,2,5/13/17 16:00,5/13/17 16:00,8,3
40,4,5/13/17 7:39,5/13/17 7:39,6,9
40,4,5/13/17 10:21,5/13/17 10:21,3,7
40,1,5/13/17 19:53,5/13/17 19:54,2,8
260,4,5/13/17 15:47,5/13/17 15:48,2,7
260,2,5/13/17 18:50,5/13/17 18:51,2,10
260,3,5/13/17 7:40,5/13/17 7:41,10,2
152,2,5/13/17 12:33,5/13/17 12:33,8,4
152,2,5/13/17 4:22,5/13/17 4:22,8,2
247,1,5/13/17 19:10,5/13/17 19:10,7,1
247,2,5/13/17 15:01,5/13/17 15:01,9,6
247,3,5/13/17 9:44,5/13/17 9:45,4,6
247,3,5/13/17 7:43,5/13/17 7:43,4,10
93,1,5/13/17 5:57,5/13/17 5:57,3,2
93,3,5/13/17 19:13,5/13/17 19:13,4,6
93,3,5/13/17 15:31,5/13/17 15:32,8,5
117,3,5/13/17 15:48,5/13/17 15:48,7,6
117,3,5/13/17 9:15,5/13/17 9:15,2,7
117,3,5/13/17 10:22,5/13/17 10:23,1,8
117,4,5/13/17 17:42,5/13/17 17:43,4,9
28,2,5/13/17 11:49,5/13/17 11:50,9,6
28,1,5/13/17 10:40,5/13/17 10:40,7,10
28,1,5/13/17 8:35,5/13/17 8:36,9,7
28,1,5/13/17 13:53,5/13/17 13:53,5,9
209,1,5/13/17 12:00,5/13/17 12:00,1,3
209,3,5/13/17 13:56,5/13/17 13:56,3,8
209,3,5/13/17 13:44,5/13/17 13:45,8,3
209,2,5/13/17 16:31,5/13/17 16:31,6,10
152,3,5/13/17 11:51,5/13/17 11:52,5,1
152,4,5/13/17 12:53,5/13/17 12:53,3,4
81,1,5/13/17 8:46,5/13/17 8:47,4,3
81,2,5/13/17 4:13,5/13/17 4:13,5,6
81,1,5/13/17 6:17,5/13/17 6:18,1,9
81,2,5/13/17 14:29,5/13/17 14:29,8,9
81,4,5/13/17 15:05,5/13/17 15:05,10,4
195,4,5/13/17 11:37,5/13/17 11:38,3,5
195,1,5/13/17 11:52,5/13/17 11:52,4,1
195,4,5/13/17 16:24,5/13/17 16:25,3,7
195,2,5/13/17 7:08,5/13/17 7:09,7,3
195,3,5/13/17 18:20,5/13/17 18:20,4,2
184,4,5/13/17 13:43,5/13/17 13:44,2,5
184,3,5/13/17 13:44,5/13/17 13:44,9,10
184,1,5/13/17 10:08,5/13/17 10:08,10,8
184,4,5/13/17 8:29,5/13/17 8:30,2,9
130,4,5/13/17 5:40,5/13/17 5:41,8,2
130,3,5/13/17 13:39,5/13/17 13:39,8,5
130,3,5/13/17 13:04,5/13/17 13:04,8,5
297,4,5/13/17 16:48,5/13/17 16:49,2,6
297,4,5/13/17 5:34,5/13/17 5:34,4,2
297,2,5/13/17 9:38,5/13/17 9:38,6,7
297,4,5/13/17 4:23,5/13/17 4:23,4,1
277,2,5/13/17 11:20,5/13/17 11:21,7,9
277,1,5/13/17 8:32,5/13/17 8:33,7,1
277,2,5/13/17 6:20,5/13/17 6:20,5,2
277,4,5/13/17 8:07,5/13/17 8:07,1,2
277,1,5/13/17 9:21,5/13/17 9:22,1,3
119,4,5/13/17 13:06,5/13/17 13:07,2,10
119,2,5/13/17 15:17,5/13/17 15:17,8,10
119,4,5/13/17 5:57,5/13/17 5:58,10,1
263,4,5/13/17 17:31,5/13/17 17:31,10,9
263,4,5/13/17 15:23,5/13/17 15:24,10,2
263,3,5/13/17 7:05,5/13/17 7:05,5,8
263,2,5/13/17 6:55,5/13/17 6:55,6,10
263,3,5/13/17 10:27,5/13/17 10:27,9,4
80,2,5/13/17 17:45,5/13/17 17:45,3,5
80,1,5/13/17 10:32,5/13/17 10:32,4,3
80,2,5/13/17 15:06,5/13/17 15:07,4,1
80,1,5/13/17 4:54,5/13/17 4:55,10,5
107,2,5/13/17 5:26,5/13/17 5:26,8,1
107,4,5/13/17 15:16,5/13/17 15:17,10,2
107,4,5/13/17 13:02,5/13/17 13:02,3,5
107,1,5/13/17 9:40,5/13/17 9:40,2,1
188,3,5/13/17 17:43,5/13/17 17:43,9,5
188,1,5/13/17 7:51,5/13/17 7:52,7,4
188,4,5/13/17 5:25,5/13/17 5:26,5,8
188,1,5/13/17 12:31,5/13/17 12:31,10,2
212,2,5/13/17 9:35,5/13/17 9:35,8,10
212,2,5/13/17 6:14,5/13/17 6:14,3,7
212,2,5/13/17 6:40,5/13/17 6:40,6,9
212,4,5/13/17 16:47,5/13/17 16:47,7,9
95,4,5/13/17 15:52,5/13/17 15:53,5,3
95,4,5/13/17 6:54,5/13/17 6:54,2,5
256,1,5/13/17 14:17,5/13/17 14:18,5,9
256,4,5/13/17 7:39,5/13/17 7:39,9,4
256,2,5/13/17 13:27,5/13/17 13:27,2,5
256,4,5/13/17 18:29,5/13/17 18:29,9,8
179,2,5/13/17 14:48,5/13/17 14:48,8,9
179,2,5/13/17 15:04,5/13/17 15:04,4,3
179,4,5/13/17 9:30,5/13/17 9:31,6,10
179,3,5/13/17 14:06,5/13/17 14:06,3,1
179,3,5/13/17 18:50,5/13/17 18:51,9,10
170,4,5/13/17 5:43,5/13/17 5:43,8,9
170,3,5/13/17 11:42,5/13/17 11:43,10,3
152,3,5/13/17 13:57,5/13/17 13:57,8,7
152,3,5/13/17 19:05,5/13/17 19:05,9,5
152,1,5/13/17 13:03,5/13/17 13:03,8,1
152,2,5/13/17 17:20,5/13/17 17:20,5,4
290,4,5/13/17 9:46,5/13/17 9:47,4,2
290,3,5/13/17 14:21,5/13/17 14:21,5,4
238,4,5/13/17 4:42,5/13/17 4:42,4,3
238,3,5/13/17 18:01,5/13/17 18:01,2,1
238,2,5/13/17 7:27,5/13/17 7:27,3,4
175,2,5/13/17 6:29,5/13/17 6:29,3,1
175,1,5/13/17 12:13,5/13/17 12:13,5,8
175,3,5/13/17 12:14,5/13/17 12:14,8,10
175,4,5/13/17 17:53,5/13/17 17:54,1,9
175,1,5/13/17 16:54,5/13/17 16:55,10,3
122,2,5/13/17 7:21,5/13/17 7:22,7,9
122,4,5/13/17 7:18,5/13/17 7:19,1,8
122,2,5/13/17 19:22,5/13/17 19:23,1,9
122,3,5/13/17 4:15,5/13/17 4:15,9,3
230,4,5/13/17 7:14,5/13/17 7:14,6,5
230,4,5/13/17 19:06,5/13/17 19:06,1,6
230,1,5/13/17 6:10,5/13/17 6:11,1,9
230,3,5/13/17 12:42,5/13/17 12:43,3,9
230,3,5/13/17 18:45,5/13/17 18:46,7,3
245,2,5/13/17 18:49,5/13/17 18:50,4,10
245,3,5/13/17 11:48,5/13/17 11:48,3,5
245,3,5/13/17 13:35,5/13/17 13:35,6,8
49,2,5/13/17 18:31,5/13/17 18:31,10,7
49,1,5/13/17 4:57,5/13/17 4:58,6,1
49,1,5/13/17 10:44,5/13/17 10:44,9,7
98,2,5/13/17 10:47,5/13/17 10:47,7,8
98,4,5/13/17 6:31,5/13/17 6:32,5,8
98,1,5/13/17 18:55,5/13/17 18:56,1,5
98,1,5/13/17 15:38,5/13/17 15:38,7,3
206,4,5/13/17 17:43,5/13/17 17:43,4,10
206,3,5/13/17 14:37,5/13/17 14:37,9,7
64,3,5/13/17 6:26,5/13/17 6:27,6,9
64,3,5/13/17 15:20,5/13/17 15:20,6,7
64,1,5/13/17 19:51,5/13/17 19:52,2,9
64,1,5/13/17 12:45,5/13/17 12:46,1,10
128,3,5/13/17 10:33,5/13/17 10:33,10,9
128,4,5/13/17 10:05,5/13/17 10:05,5,4
128,3,5/13/17 7:16,5/13/17 7:17,8,1
128,3,5/13/17 15:06,5/13/17 15:07,4,7
150,4,5/13/17 8:25,5/13/17 8:26,2,8
150,4,5/13/17 9:42,5/13/17 9:43,4,6
104,1,5/13/17 9:19,5/13/17 9:20,9,1
104,4,5/13/17 16:12,5/13/17 16:12,1,2
104,2,5/13/17 5:08,5/13/17 5:09,6,1
104,1,5/13/17 18:42,5/13/17 18:43,10,7
104,4,5/13/17 11:49,5/13/17 11:49,5,7
232,2,5/13/17 18:01,5/13/17 18:01,4,3
232,1,5/13/17 9:45,5/13/17 9:45,9,6
232,3,5/13/17 5:22,5/13/17 5:23,2,10
164,1,5/13/17 11:45,5/13/17 11:46,3,9
164,1,5/13/17 6:13,5/13/17 6:14,8,9
164,3,5/13/17 10:22,5/13/17 10:23,1,7
164,1,5/13/17 13:22,5/13/17 13:22,2,8
129,4,5/13/17 12:24,5/13/17 12:24,3,8
129,3,5/13/17 5:29,5/13/17 5:29,3,8
129,2,5/13/17 5:13,5/13/17 5:13,4,10
129,4,5/13/17 8:23,5/13/17 8:23,10,3
129,1,5/13/17 19:44,5/13/17 19:45,1,4
264,2,5/13/17 4:49,5/13/17 4:49,1,2
264,3,5/13/17 8:47,5/13/17 8:47,9,4
264,4,5/13/17 4:32,5/13/17 4:33,3,10
264,1,5/13/17 15:07,5/13/17 15:08,2,9
168,3,5/13/17 7:30,5/13/17 7:31,9,1
168,2,5/13/17 15:33,5/13/17 15:33,7,8
168,4,5/13/17 15:29,5/13/17 15:29,5,9
46,2,5/13/17 4:29,5/13/17 4:29,6,8
46,3,5/13/17 6:10,5/13/17 6:11,4,9
46,3,5/13/17 14:13,5/13/17 14:13,6,1
46,3,5/13/17 14:10,5/13/17 14:10,3,1
279,2,5/13/17 16:36,5/13/17 16:36,8,10
279,4,5/13/17 19:00,5/13/17 19:01,1,10
279,2,5/13/17 8:15,5/13/17 8:16,4,7
279,4,5/13/17 19:18,5/13/17 19:19,2,9
279,4,5/13/17 9:12,5/13/17 9:13,4,1
116,2,5/13/17 19:29,5/13/17 19:30,7,10
116,2,5/13/17 6:30,5/13/17 6:31,8,2
107,4,5/13/17 16:17,5/13/17 16:17,3,7
107,1,5/13/17 17:22,5/13/17 17:23,10,3
107,3,5/13/17 18:07,5/13/17 18:07,6,10
32,3,5/13/17 18:52,5/13/17 18:52,3,1
32,4,5/13/17 16:16,5/13/17 16:16,7,10
32,2,5/13/17 6:35,5/13/17 6:35,4,2
32,4,5/13/17 5:33,5/13/17 5:34,9,2
32,3,5/13/17 6:48,5/13/17 6:48,8,7
193,1,5/13/17 14:57,5/13/17 14:58,1,6
193,3,5/13/17 5:29,5/13/17 5:29,9,8
193,1,5/13/17 18:52,5/13/17 18:53,7,10
193,4,5/13/17 5:24,5/13/17 5:24,10,9
193,1,5/13/17 7:12,5/13/17 7:12,7,3
85,3,5/13/17 10:55,5/13/17 10:56,8,1
85,4,5/13/17 19:10,5/13/17 19:11,2,7
85,3,5/13/17 12:25,5/13/17 12:25,2,3
121,3,5/13/17 8:28,5/13/17 8:29,10,2
121,1,5/13/17 10:52,5/13/17 10:53,8,4
121,3,5/13/17 7:41,5/13/17 7:41,9,7
121,3,5/13/17 11:56,5/13/17 11:57,1,7
173,2,5/13/17 5:51,5/13/17 5:51,4,9
173,4,5/13/17 6:44,5/13/17 6:45,8,10
173,1,5/13/17 19:30,5/13/17 19:31,4,9
165,2,5/13/17 7:27,5/13/17 7:27,9,5
165,3,5/13/17 15:41,5/13/17 15:42,3,6
165,2,5/13/17 10:30,5/13/17 10:30,5,2
283,1,5/13/17 18:31,5/13/17 18:32,10,7
283,2,5/13/17 16:19,5/13/17 16:20,1,8
283,3,5/13/17 13:34,5/13/17 13:34,3,7
283,2,5/13/17 15:05,5/13/17 15:06,7,2
283,4,5/13/17 17:42,5/13/17 17:42,4,5
138,3,5/13/17 8:49,5/13/17 8:49,7,4
138,3,5/13/17 13:20,5/13/17 13:21,7,1
138,3,5/13/17 7:37,5/13/17 7:39,10,1
138,3,5/13/17 9:21,5/13/17 9:21,7,2
138,3,5/13/17 11:04,5/13/17 11:04,9,5
299,1,5/13/17 16:46,5/13/17 16:46,9,7
299,4,5/13/17 17:10,5/13/17 17:11,3,8
299,4,5/13/17 9:39,5/13/17 9:39,8,7
299,3,5/13/17 7:44,5/13/17 7:45,2,8
299,1,5/13/17 7:01,5/13/17 7:02,3,9
75,3,5/13/17 14:11,5/13/17 14:12,3,4
75,3,5/13/17 15:40,5/13/17 15:41,4,10
75,1,5/13/17 10:14,5/13/17 10:14,1,5
31,1,5/13/17 4:57,5/13/17 4:58,4,8
31,4,5/13/17 4:43,5/13/17 4:44,4,10
31,3,5/13/17 19:03,5/13/17 19:03,8,4
276,3,5/13/17 9:52,5/13/17 9:52,9,7
276,2,5/13/17 15:09,5/13/17 15:10,8,2
276,3,5/13/17 5:32,5/13/17 5:32,1,6
276,3,5/13/17 15:12,5/13/17 15:13,1,8
